Protein	Gene	ProteinName	EntrezID	ProteinRef	Cal33.HSC6_log2FC	Cal33.HSC6_adj.pvalue	NumBR_Cal33	NumBR_HSC6
O75147	OBSL1	obscurin like cytoskeletal adaptor 1	23363	O75147	-1.09191475005022	0.00187414804566054	3	4
O75151	PHF2	PHD finger protein 2	5253	O75151	0.585940475952836	0.0231355739035758	4	4
O75152	ZC3H11A	zinc finger CCCH-type containing 11A	9877	O75152	-0.276137053239091	0.184134035407597	4	4
O75153	CLUH	clustered mitochondria homolog	23277	O75153	-0.642316381438253	0.0706882759607805	3	4
O75157	TSC22D2	TSC22 domain family member 2	9819	O75157	-0.827590804262413	0.426612439101217	3	1
O75164	KDM4A	lysine demethylase 4A	9682	O75164	-0.687589014524113	0.0178062578941301	2	4
O75167	PHACTR2	phosphatase and actin regulator 2	9749	O75167	0.224940528622075	0.72743292395837	3	3
O75175	CNOT3	CCR4-NOT transcription complex subunit 3	4849	O75175	-0.20778215772046	0.362019585794662	4	4
O75179	ANKRD17	ankyrin repeat domain 17	26057	O75179	-0.132897219598624	0.288104268809988	4	4
O75182	SIN3B	SIN3 transcription regulator family member B	23309	O75182	-0.185851327436788	0.786393757724368	4	4
O75190	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	10049	O75190	-0.976093282018483	0.000371614503701882	4	4
O75330	HMMR	hyaluronan mediated motility receptor	3161	O75330	-1.8234980724383	0.00453528988767429	1	4
O75362	ZNF217	zinc finger protein 217	7764	O75362	0.310600121964514	0.278068825993895	4	4
O75367	MACROH2A1	macroH2A.1 histone	9555	O75367	0.210930771674869	0.44739986493366	4	4
O75369	FLNB	filamin B	2317	O75369	-1.46601736689193	0.0497003004425173	4	4
O75376	NCOR1	nuclear receptor corepressor 1	9611	O75376	-0.0289464082454518	0.828960889140195	4	4
O75379	VAMP4	vesicle associated membrane protein 4	8674	O75379	-1.17889439812557	0.0452599222119877	4	4
O75381	PEX14	peroxisomal biogenesis factor 14	5195	O75381	0.0141563165939922	0.984329864794237	4	4
O75385	ULK1	unc-51 like autophagy activating kinase 1	8408	O75385	-0.392903477955587	0.179957822058039	4	4
O75391	SPAG7	sperm associated antigen 7	9552	O75391	-Inf	0	0	3
O75396	SEC22B	SEC22 homolog B, vesicle trafficking protein	9554	O75396	-1.20959682469773	0.114827293676844	3	4
O75398	DEAF1	DEAF1 transcription factor	10522	O75398	1.20563914032015	0.0197188575315855	4	4
O75400	PRPF40A	pre-mRNA processing factor 40 homolog A	55660	O75400	-0.676530532490748	0.026834031778312	4	4
O75410	TACC1	transforming acidic coiled-coil containing protein 1	6867	O75410	1.12512981740519	0.0172327933794159	4	4
O75420	O75420	NA	NA	O75420	0.746627460078195	0.0590354666130746	3	3
O75427	LRCH4	leucine rich repeats and calponin homology domain containing 4	4034	O75427	-1.45226125224395	0.00816126332685846	4	4
O75436	VPS26A	VPS26, retromer complex component A	9559	O75436	0.0400990161510942	0.866959527847124	4	4
O75448	MED24	mediator complex subunit 24	9862	O75448	0.0680433616485854	0.693446292750024	4	4
O75475	PSIP1	PC4 and SFRS1 interacting protein 1	11168	O75475	-1.45669605656652	0.0023067065744106	4	4
O75494	SRSF10	serine and arginine rich splicing factor 10	10772	O75494	-0.0594373452070309	0.81598213962107	4	4
O75528	TADA3	transcriptional adaptor 3	10474	O75528	-0.364580703621888	0.316906608813076	4	3
O75530	EED	embryonic ectoderm development	8726	O75530	0.659262341444136	0.421759119360692	2	1
O75531	BANF1	BAF nuclear assembly factor 1	8815	O75531	-2.21444871261787	0.0251279747860837	3	4
O75533	SF3B1	splicing factor 3b subunit 1	23451	O75533	-0.0288417204887037	0.590608193260881	4	4
O75534	CSDE1	cold shock domain containing E1	7812	O75534	-Inf	0	0	3
O75564	O75564	NA	NA	O75564	Inf	0	2	0
O75569	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	8575	O75569	1.13799476579683	0.0172479261137353	4	4
O75592	MYCBP2	MYC binding protein 2	23077	O75592	-0.253017899795029	0.496320086534243	4	4
O75643	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	23020	O75643	-Inf	0	0	3
O75665	OFD1	OFD1 centriole and centriolar satellite protein	8481	O75665	0.347581657079306	0.173505255393158	4	4
O75674	TOM1L1	target of myb1 like 1 membrane trafficking protein	10040	O75674	2.24089527353683	0.00267295957692427	4	4
O75676	RPS6KA4	ribosomal protein S6 kinase A4	8986	O75676	0.23992264048372	0.687171980177779	4	4
O75683	SURF6	surfeit 6	6838	O75683	-1.8708015371934	0.000561665596890177	4	4
O75691	UTP20	UTP20 small subunit processome component	27340	O75691	-1.46115668276907	0.00166329052554572	4	4
O75694	NUP155	nucleoporin 155	9631	O75694	0.318652640148907	0.123523782979283	4	4
O75717	WDHD1	WD repeat and HMG-box DNA binding protein 1	11169	O75717	-0.00840296805641997	0.973585927200289	4	4
O75764	TCEA3	transcription elongation factor A3	6920	O75764	-Inf	0	0	4
O75815	BCAR3	BCAR3 adaptor protein, NSP family member	8412	O75815	-0.660496957648675	0.320317086995221	3	4
O75821	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666	O75821	-0.274683587584787	0.560018921563743	4	4
O75822	EIF3J	eukaryotic translation initiation factor 3 subunit J	8669	O75822	-1.79131027999435	0.0109795774485409	4	4
O75864	PPP1R37	protein phosphatase 1 regulatory subunit 37	284352	O75864	-0.720989800792559	0.262906609263378	3	3
O75896	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	11334	O75896	-Inf	0	0	4
O75909	CCNK	cyclin K	8812	O75909	-1.52469976282381	0.00257781271636385	4	4
O75925	PIAS1	protein inhibitor of activated STAT 1	8554	O75925	0.191444550009422	0.505646266438176	4	4
O75940	SMNDC1	survival motor neuron domain containing 1	10285	O75940	0.0295640781768508	0.937005738530165	4	4
O75955	FLOT1	flotillin 1	10211	O75955	0.494588544325057	0.214372391251701	2	3
O75962	TRIO	trio Rho guanine nucleotide exchange factor	7204	O75962	-1.66231416343983	0.0305740398576428	4	4
O75970	MPDZ	multiple PDZ domain crumbs cell polarity complex component	8777	O75970	-0.206436140842684	0.462395413313833	4	4
O75976	CPD	carboxypeptidase D	1362	O75976	0.0668758031018616	0.873594532435146	4	4
O76021	RSL1D1	ribosomal L1 domain containing 1	26156	O76021	-0.755554444072804	0.00649020864684127	4	4
O76061	STC2	stanniocalcin 2	8614	O76061	Inf	0	2	0
O76074	PDE5A	phosphodiesterase 5A	8654	O76074	-0.608170512086213	0.79974252084494	2	1
O76080	ZFAND5	zinc finger AN1-type containing 5	7763	O76080	-1.63944989303563	0.00152521694732223	4	4
O76094	SRP72	signal recognition particle 72	6731	O76094	1.1629285644012	0.0194308315642038	4	4
O94761	RECQL4	RecQ like helicase 4	9401	O94761	-0.432892581069942	0.108727106290245	4	4
O94762	RECQL5	RecQ like helicase 5	9400	O94762	-0.842831666128395	0.17250127188469	4	4
O94763	URI1	URI1 prefoldin like chaperone	8725	O94763	1.75507851220364	0.0241704140158546	4	2
O94776	MTA2	metastasis associated 1 family member 2	9219	O94776	-0.456795776217685	0.111434544490015	4	4
O94782	USP1	ubiquitin specific peptidase 1	7398	O94782	-0.3641581823414	0.32490148257818	4	4
O94804	STK10	serine/threonine kinase 10	6793	O94804	-1.0204422299532	0.0944040759104447	4	4
O94806	PRKD3	protein kinase D3	23683	O94806	2.12580873981153	0.0134943311440975	3	3
O94826	TOMM70	translocase of outer mitochondrial membrane 70	9868	O94826	0.747925824464331	0.0304229468181306	4	4
O94842	TOX4	TOX high mobility group box family member 4	9878	O94842	-0.492094330230275	0.0955490021967221	4	4
O94876	TMCC1	transmembrane and coiled-coil domain family 1	23023	O94876	0.284726330572429	0.344200919808231	4	4
O94880	PHF14	PHD finger protein 14	9678	O94880	-1.13799160423309	0.0320037964135832	4	4
O94885	SASH1	SAM and SH3 domain containing 1	23328	O94885	0.125165767086298	0.70387410611945	4	3
O94887	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	9855	O94887	1.63491781359986	0.0494747232457531	4	4
O94888	UBXN7	UBX domain protein 7	26043	O94888	0.502078185364677	0.341037577506694	4	4
O94901	SUN1	Sad1 and UNC84 domain containing 1	23353	O94901	-0.5115830347397	0.0197887095987691	4	4
O94906	PRPF6	pre-mRNA processing factor 6	24148	O94906	0.491350685854009	0.0779158901078078	4	4
O94913	PCF11	PCF11 cleavage and polyadenylation factor subunit	51585	O94913	-0.369688475203509	0.131204433563317	4	4
O94915	FRYL	FRY like transcription coactivator	285527	O94915	-0.269816815325978	0.0612395771328043	4	4
O94916	NFAT5	nuclear factor of activated T cells 5	10725	O94916	0.142585581457238	0.541928265421496	4	4
O94929	ABLIM3	actin binding LIM protein family member 3	22885	O94929	-Inf	0	0	4
O94933	SLITRK3	SLIT and NTRK like family member 3	22865	O94933	0.977386366980025	0.311098115045778	3	2
O94964	SOGA1	suppressor of glucose, autophagy associated 1	140710	O94964	-0.630946813398469	0.0958671966102176	4	4
O94972	TRIM37	tripartite motif containing 37	4591	O94972	Inf	0	3	0
O94979	SEC31A	SEC31 homolog A, COPII coat complex component	22872	O94979	0.273717160021895	0.379017424883983	4	4
O94986	CEP152	centrosomal protein 152	22995	O94986	-0.150376299526595	0.3840361045607	3	4
O95049	TJP3	tight junction protein 3	27134	O95049	0.795762462897548	0.0133992466970304	4	4
O95067	CCNB2	cyclin B2	9133	O95067	0.930907478466591	0.434342248514827	3	2
O95069	KCNK2	potassium two pore domain channel subfamily K member 2	3776	O95069	Inf	0	4	0
O95071	UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	O95071	-0.115356336203055	0.65144264194762	4	4
O95104	SCAF4	SR-related CTD associated factor 4	57466	O95104	-0.435633080509807	0.381660461242771	4	4
O95149	SNUPN	snurportin 1	10073	O95149	1.61922476947874	0.0177992341234715	4	3
O95155	UBE4B	ubiquitination factor E4B	10277	O95155	-1.2800503020868	0.00178268497581178	4	4
O95163	ELP1	elongator complex protein 1	8518	O95163	Inf	0	4	0
O95171	SCEL	sciellin	8796	O95171	0.183331954601732	0.0117376260699175	4	4
O95197	RTN3	reticulon 3	10313	O95197	-0.555686870884854	0.0771132460901968	4	4
O95208	EPN2	epsin 2	22905	O95208	-0.91962434295932	0.0455464212413279	3	4
O95218	ZRANB2	zinc finger RANBP2-type containing 2	9406	O95218	-1.05301089173061	0.00345959980802498	4	4
O95229	ZWINT	ZW10 interacting kinetochore protein	11130	O95229	-1.62704370839594	0.0023067065744106	4	4
O95232	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	51747	O95232	-1.2417859062943	0.0110601605107246	4	4
O95235	KIF20A	kinesin family member 20A	10112	O95235	-0.870839231832465	0.0117819243960574	4	4
O95239	KIF4A	kinesin family member 4A	24137	O95239	-0.901597356809217	0.0167990383357997	4	4
O95243	MBD4	methyl-CpG binding domain 4, DNA glycosylase	8930	O95243	0.389558853514427	0.311326520245792	4	4
O95248	SBF1	SET binding factor 1	6305	O95248	2.81245084712269	0.0436115823648221	2	1
O95251	KAT7	lysine acetyltransferase 7	11143	O95251	-0.697060706856711	0.00166329052554572	4	4
O95292	VAPB	VAMP associated protein B and C	9217	O95292	-1.13502101858053	0.00128623879441675	4	4
O95295	SNAPIN	SNAP associated protein	23557	O95295	-0.459992322224083	0.105902446378091	4	4
O95297	MPZL1	myelin protein zero like 1	9019	O95297	-0.0129786778354868	0.918318606108649	4	4
O95352	ATG7	autophagy related 7	10533	O95352	Inf	0	2	0
O95359	TACC2	transforming acidic coiled-coil containing protein 2	10579	O95359	0.728375591098646	0.149985509458907	4	4
O95361	TRIM16	tripartite motif containing 16	10626	O95361	0.00309053883472762	0.993381985783683	2	2
O95365	ZBTB7A	zinc finger and BTB domain containing 7A	51341	O95365	0.0680758553295724	0.732036398202658	4	4
O95391	SLU7	SLU7 homolog, splicing factor	10569	O95391	-0.876288918433543	0.0291489238617193	4	3
O95394	PGM3	phosphoglucomutase 3	5238	O95394	Inf	0	4	0
O95396	MOCS3	molybdenum cofactor synthesis 3	27304	O95396	0.958692916775639	0.00270021464268384	4	4
O95400	CD2BP2	CD2 cytoplasmic tail binding protein 2	10421	O95400	-1.57303472269331	0.003410708633519	4	4
O95402	MED26	mediator complex subunit 26	9441	O95402	-1.55071338842292	0.0206946382582127	4	4
O95425	SVIL	supervillin	6840	O95425	1.71743364054877	0.000181638041875608	4	4
O95429	BAG4	BAG cochaperone 4	9530	O95429	-0.136639264024697	0.623372676093477	4	4
O95453	PARN	poly(A)-specific ribonuclease	5073	O95453	-0.999172601327776	0.00286935065737038	4	4
O95471	CLDN7	claudin 7	1366	O95471	-Inf	0	0	2
O95484	CLDN9	claudin 9	9080	O95484	-0.471072961095942	0.319412471409598	1	3
O95487	SEC24B	SEC24 homolog B, COPII coat complex component	10427	O95487	3.16235731832126	0.00271729918729876	4	2
O95490	ADGRL2	adhesion G protein-coupled receptor L2	23266	O95490	1.16752582553016	0.0417542156255337	4	3
O95503	CBX6	chromobox 6	23466	O95503	1.96149356568892	0.0805384328840803	4	4
O95573	ACSL3	acyl-CoA synthetase long chain family member 3	2181	O95573	-1.15931589090614	0.0102020816017526	4	4
O95628	CNOT4	CCR4-NOT transcription complex subunit 4	4850	O95628	0.21132440295076	0.788911700987196	4	4
O95639	CPSF4	cleavage and polyadenylation specific factor 4	10898	O95639	0.292114818527329	0.482943169268455	4	4
O95671	ASMTL	acetylserotonin O-methyltransferase like	8623	O95671	1.42166976203386	0.338835294370302	2	2
O95674	CDS2	CDP-diacylglycerol synthase 2	8760	O95674	1.64020394838012	0.05769512671664	4	1
O95684	CEP43	centrosomal protein 43	11116	O95684	-0.3879798021748	0.0632002179707217	4	4
O95685	PPP1R3D	protein phosphatase 1 regulatory subunit 3D	5509	O95685	-0.176575904351687	0.560310935790699	4	4
O95696	BRD1	bromodomain containing 1	23774	O95696	0.309601232808457	0.369849786782289	4	4
O95714	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	8924	O95714	-0.274262062408454	0.586053560491366	4	4
O95747	OXSR1	oxidative stress responsive kinase 1	9943	O95747	0.0796653632033349	0.930459240963625	4	4
O95758	PTBP3	polypyrimidine tract binding protein 3	9991	O95758	-1.00616367543844	0.0132014827475316	4	4
O95772	STARD3NL	STARD3 N-terminal like	83930	O95772	-0.57827422737718	0.369678555339557	4	4
O95785	WIZ	WIZ zinc finger	58525	O95785	0.44011135487521	0.00451894554612175	4	4
O95793	STAU1	staufen double-stranded RNA binding protein 1	6780	O95793	0.768733665580019	0.0285102429039096	4	4
O95810	CAVIN2	caveolae associated protein 2	8436	O95810	0.837007156986061	0.0177661285353588	4	4
O95817	BAG3	BAG cochaperone 3	9531	O95817	0.497732505507685	0.0772186564834583	4	4
O95819	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448	O95819	-0.610211045554079	0.0351990802127259	4	4
O95831	AIFM1	apoptosis inducing factor mitochondria associated 1	9131	O95831	-0.418767555915903	0.228298531658642	4	4
O95835	LATS1	large tumor suppressor kinase 1	9113	O95835	1.82283874406127	0.0006850819002419	4	4
O95857	TSPAN13	tetraspanin 13	27075	O95857	Inf	0	4	0
O95873	C6orf47	chromosome 6 open reading frame 47	57827	O95873	Inf	0	2	0
O95983	MBD3	methyl-CpG binding domain protein 3	53615	O95983	-0.503001014008272	0.138387830284655	2	3
O96013	PAK4	p21 (RAC1) activated kinase 4	10298	O96013	0.454720877266046	0.0410489951101305	4	4
O96019	ACTL6A	actin like 6A	86	O96019	-0.529426958457791	0.0597899954932361	4	4
O96020	CCNE2	cyclin E2	9134	O96020	-0.889808895242967	0.123458857634145	4	4
O96028	NSD2	nuclear receptor binding SET domain protein 2	7468	O96028	0.371664058755724	0.00252187960309371	4	4
P00367	GLUD1	glutamate dehydrogenase 1	2746	P00367	1.36435160909896	0.136158109068845	3	3
P00492	HPRT1	hypoxanthine phosphoribosyltransferase 1	3251	P00492	-Inf	0	0	2
P00519	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	25	P00519	-0.198951549648646	0.864540067432053	2	1
P00533	EGFR	epidermal growth factor receptor	1956	P00533	0.608340689656857	0.0590354666130746	4	4
P00558	PGK1	phosphoglycerate kinase 1	5230	P00558	3.25132514564256	0.00961067386337179	4	4
P00846	ATP6	ATP synthase F0 subunit 6	4508	P00846	0.840706304932027	0.0227676995335704	3	4
P01106	MYC	MYC proto-oncogene, bHLH transcription factor	4609	P01106	2.03239256022505	0.000747100247080531	4	4
P02545	LMNA	lamin A/C	4000	P02545	-2.01087209704385	0.000191568470527313	4	4
P02686	MBP	myelin basic protein	4155	P02686	0.718351209030577	0.0288136579620769	4	4
P02786	TFRC	transferrin receptor	7037	P02786	1.87322228969545	0.0122850512149611	4	2
P02794	FTH1	ferritin heavy chain 1	2495	P02794	-2.76652000325657	0.000974021764840746	4	4
P04035	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	3156	P04035	Inf	0	3	0
P04049	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	5894	P04049	1.02845878472396	0.0049323139130526	4	4
P04075	ALDOA	aldolase, fructose-bisphosphate A	226	P04075	2.63819508372637	0.00146140035648166	4	3
P04083	ANXA1	annexin A1	301	P04083	0.775057087344042	0.114536379864898	4	4
P04114	APOB	apolipoprotein B	338	P04114	Inf	0	3	0
P04150	NR3C1	nuclear receptor subfamily 3 group C member 1	2908	P04150	-0.857201516885112	0.0356013586187987	4	4
P04183	TK1	thymidine kinase 1	7083	P04183	1.05050464985952	0.0195571773975396	4	4
P04278	SHBG	sex hormone binding globulin	6462	P04278	-0.282389407023764	0.429733900718669	4	4
P04406	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597	P04406	0.610672054428581	0.198160375793201	4	4
P04626	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	P04626	-0.271124391810818	0.324900810725875	4	4
P04637	TP53	tumor protein p53	7157	P04637	Inf	0	4	0
P04792	HSPB1	heat shock protein family B (small) member 1	3315	P04792	3.77002747129799	0.00643457899660854	4	4
P04920	SLC4A2	solute carrier family 4 member 2	6522	P04920	1.03429505820841	0.0248831417105351	4	4
P05023	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	476	P05023	1.71668270840666	0.0568388988163904	1	2
P05114	HMGN1	high mobility group nucleosome binding domain 1	3150	P05114	-3.51949937677723	0.00028359537854137	4	4
P05187	ALPP	alkaline phosphatase, placental	250	P05187	-2.18382784990272	0.0122315741439152	1	4
P05387	RPLP2	ribosomal protein lateral stalk subunit P2	6181	P05387	-0.225433819128218	0.462395413313833	4	4
P05412	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	3725	P05412	1.82390665074264	0.00057574646377266	4	4
P05423	POLR3D	RNA polymerase III subunit D	661	P05423	-1.80985589890123	0.0532510120254097	1	3
P05455	SSB	small RNA binding exonuclease protection factor La	6741	P05455	-0.752690935239666	0.0221640336519449	4	4
P05549	TFAP2A	transcription factor AP-2 alpha	7020	P05549	Inf	0	2	0
P05783	KRT18	keratin 18	3875	P05783	-3.04695462721917	9.33253130186123e-05	4	4
P06400	RB1	RB transcriptional corepressor 1	5925	P06400	1.4013776984862	0.000518969631714818	4	4
P06454	PTMA	prothymosin alpha	5757	P06454	-1.23547154395199	0.0079408449138977	4	4
P06493	CDK1	cyclin dependent kinase 1	983	P06493	1.53140595412965	9.33253130186123e-05	4	4
P06702	S100A9	S100 calcium binding protein A9	6280	P06702	Inf	0	4	0
P06730	EIF4E	eukaryotic translation initiation factor 4E	1977	P06730	1.46790321922832	0.0175717836312893	3	3
P06748	NPM1	nucleophosmin 1	4869	P06748	-1.31899283759433	0.00811095727422549	4	4
P07199	CENPB	centromere protein B	1059	P07199	0.143895595095944	0.606153543074668	4	4
P07305	H1-0	H1.0 linker histone	3005	P07305	-Inf	0	0	4
P07355	ANXA2	annexin A2	302	P07355	-0.0971790333659754	0.727896713279458	4	4
P07814	EPRS1	glutamyl-prolyl-tRNA synthetase 1	2058	P07814	-0.190156631126832	0.198259808915075	4	4
P07900	HSP90AA1	heat shock protein 90 alpha family class A member 1	3320	P07900	0.456324955997108	0.642256163471558	4	1
P07910	HNRNPC	heterogeneous nuclear ribonucleoprotein C	3183	P07910	-1.62477530187909	0.000984772047421892	4	4
P07947	YES1	YES proto-oncogene 1, Src family tyrosine kinase	7525	P07947	0.158574418282941	0.620258401515894	4	4
P07948	LYN	LYN proto-oncogene, Src family tyrosine kinase	4067	P07948	-0.852938800668031	0.00836340847367167	4	4
P08047	SP1	Sp1 transcription factor	6667	P08047	-0.260329047347866	0.467859304907187	4	4
P08048	ZFY	zinc finger protein Y-linked	7544	P08048	-0.293041277135302	0.443261925507422	3	4
