Protein	Gene	ProteinName	EntrezID	ProteinRef	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
O15417	TNRC18	trinucleotide repeat containing 18	84629	O15417	Cal33-HSC6	-0.901498599790881	0.110013610983676	-8.19442786879026	6	0.000178040224084075	0.00196833358848505	NA	0.415441176470588	0.268382352941176
O15427	SLC16A3	solute carrier family 16 member 3	9123	O15427	Cal33-HSC6	-0.236460741722115	0.213272169819653	-1.10872760342838	3	0.34844023635152	0.4488000455272	NA	0.791666666666667	0.208333333333333
O15439	ABCC4	ATP binding cassette subfamily C member 4	10257	O15439	Cal33-HSC6	-1.36279786598671	0.31849468790701	-4.27887157221473	5	0.00787196039504501	0.0247671164998254	NA	0.5	0.0833333333333333
O15440	ABCC5	ATP binding cassette subfamily C member 5	10057	O15440	Cal33-HSC6	-0.024554830200483	0.136333648564372	-0.180108362528632	6	0.862996558335799	0.904768206039244	NA	0.516666666666667	0.183333333333333
O15446	POLR1G	RNA polymerase I subunit G	10849	O15446	Cal33-HSC6	0.881579628543664	0.23982997087643	3.67585262726771	6	0.0103817291026034	0.0299144121834291	NA	0.444444444444444	0.259259259259259
O15504	NUP42	nucleoporin 42	11097	O15504	Cal33-HSC6	2.3181367313521	0.155598655106982	14.8981797417096	5	2.46546465465514e-05	0.000638214590278208	NA	0.25	0.125
O15523	DDX3Y	DEAD-box helicase 3 Y-linked	8653	O15523	Cal33-HSC6	-0.746634222122134	0.222510561842227	-3.35550014318665	6	0.0153146918683116	0.0402326558652674	NA	0.125	0.125
O15525	MAFG	MAF bZIP transcription factor G	4097	O15525	Cal33-HSC6	-1.90207821391784	0.259097289894201	-7.34117371391468	6	0.000326746177838233	0.00281940333397543	NA	0.0625	0.0625
O15530	PDPK1	3-phosphoinositide dependent protein kinase 1	5170	O15530	Cal33-HSC6	0.748608084902517	0.425748409517087	1.75833442514005	6	0.129192562530714	0.206086733014927	NA	0.35	0.15
O15541	RNF113A	ring finger protein 113A	7737	O15541	Cal33-HSC6	0.500849036982753	0.755495435935501	0.662941181587114	5	0.536702990767479	0.629879219536916	NA	0.71875	0.375
O43150	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	8853	O43150	Cal33-HSC6	1.01748535874659	0.528539485100616	1.92508864035559	6	0.10254009728139	0.172289007780446	NA	0.5	0
O43156	TTI1	TELO2 interacting protein 1	9675	O43156	Cal33-HSC6	0.506222656914283	0.590122541221101	0.857826335301123	3	0.454056866499546	0.553914583499829	NA	0.375	0
O43159	RRP8	ribosomal RNA processing 8	23378	O43159	Cal33-HSC6	0.295091996996974	0.169646979794407	1.73944739455187	6	0.132611662731238	0.20996297072912	NA	0.490384615384615	0.182692307692308
O43166	SIPA1L1	signal induced proliferation associated 1 like 1	26037	O43166	Cal33-HSC6	-0.293253500147794	0.111198003949849	-2.63721910224264	6	0.0386840752973281	0.0809264755234511	NA	0.378289473684211	0.246710526315789
O43169	CYB5B	cytochrome b5 type B	80777	O43169	Cal33-HSC6	-0.289490998687583	0.444060147041037	-0.65191844081615	6	0.538609480992054	0.630953858527851	NA	0	0
O43172	PRPF4	pre-mRNA processing factor 4	9128	O43172	Cal33-HSC6	-0.397188958700345	0.356482087761747	-1.11419050868498	3	0.346425402498787	0.44692807194333	NA	0.375	0
O43189	PHF1	PHD finger protein 1	5252	O43189	Cal33-HSC6	-0.516652916714669	0.135439407067697	-3.81464248773941	6	0.0088156549322711	0.0266236619952067	NA	0.28125	0.28125
O43194	GPR39	G protein-coupled receptor 39	2863	O43194	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
O43237	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	1783	O43237	Cal33-HSC6	-0.1228135985761	0.178734689073059	-0.687127939254698	6	0.517665629645812	0.613187263687599	NA	0.258928571428571	0.116071428571429
O43255	SIAH2	siah E3 ubiquitin protein ligase 2	6478	O43255	Cal33-HSC6	-0.969248662331935	0.282919766212947	-3.4258782102994	3	0.0416633784961258	0.0859172261215444	NA	0.6875	0
O43290	SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP	9092	O43290	Cal33-HSC6	-0.168196604511988	0.319289806333096	-0.526783508824326	4	0.62620473742625	0.709297717525856	NA	0.5	0.25
O43295	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	9901	O43295	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.583333333333333	0.0833333333333333
O43296	ZNF264	zinc finger protein 264	9422	O43296	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
O43303	CCP110	centriolar coiled-coil protein 110	9738	O43303	Cal33-HSC6	0.177673346835269	0.23272521610288	0.763446908807363	6	0.474136300286665	0.573357379457935	NA	0.5	0.5
O43306	ADCY6	adenylate cyclase 6	112	O43306	Cal33-HSC6	-0.733413855224685	0.185859378877935	-3.94606857965646	3	0.0290197017155285	0.0652994560157192	NA	0.375	0
O43314	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	23262	O43314	Cal33-HSC6	0.762415171850247	0.261650872368299	2.91386443679452	6	0.0268449217146163	0.0613598210619801	NA	0.5	0.5
O43318	MAP3K7	mitogen-activated protein kinase kinase kinase 7	6885	O43318	Cal33-HSC6	0.601357944159172	0.157186325144066	3.8257650187318	6	0.00870200388154152	0.0264643520423942	NA	0.104166666666667	0.104166666666667
O43353	RIPK2	receptor interacting serine/threonine kinase 2	8767	O43353	Cal33-HSC6	1.46821725085375	0.435888560645442	3.36833168707087	5	0.0199259244558487	0.0490673963398471	NA	0.475	0.35
O43374	RASA4	RAS p21 protein activator 4	10156	O43374	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
O43379	WDR62	WD repeat domain 62	284403	O43379	Cal33-HSC6	0.878038714450962	0.473003021417523	1.85630677753306	3	0.160416781333549	0.243338271446413	NA	0.541666666666667	0.166666666666667
O43390	HNRNPR	heterogeneous nuclear ribonucleoprotein R	10236	O43390	Cal33-HSC6	0.0358957585738428	0.121911990052867	0.294439936205428	6	0.778343006973593	0.832422492340114	NA	0.0625	0.0625
O43395	PRPF3	pre-mRNA processing factor 3	9129	O43395	Cal33-HSC6	-0.989544580670407	0.147062458162846	-6.72873684441383	6	0.000524334335301191	0.00386352818677146	NA	0.21875	0.21875
O43399	TPD52L2	TPD52 like 2	7165	O43399	Cal33-HSC6	-0.494963394984461	0.188658903102225	-2.62358885186704	6	0.0393963732898552	0.0821894856339154	NA	0.39	0.23
O43426	SYNJ1	synaptojanin 1	8867	O43426	Cal33-HSC6	-1.7760200631489	0.47526352762163	-3.73691638413044	4	0.0201750865244139	0.0494747232457531	NA	0.25	0
O43432	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	8672	O43432	Cal33-HSC6	0.0879913695631782	0.154461229641744	0.569666380147721	6	0.589579922198342	0.676476566587215	NA	0.0416666666666666	0.0416666666666667
O43463	SUV39H1	suppressor of variegation 3-9 homolog 1	6839	O43463	Cal33-HSC6	0.539037668287955	0.242228123127464	2.22533065660714	6	0.0676994562365185	0.125249894629329	NA	0.25	0.25
O43474	KLF4	Kruppel like factor 4	9314	O43474	Cal33-HSC6	-1.15297384974335	0.13229936554844	-8.71488570609354	2	0.0129122254046683	0.0351990802127259	NA	0.75	0
O43482	OIP5	Opa interacting protein 5	11339	O43482	Cal33-HSC6	-1.35803788207469	0.0947050177683117	-14.3396613408281	6	7.19895909639945e-06	0.000336776883461917	NA	0.232142857142857	0.232142857142857
O43491	EPB41L2	erythrocyte membrane protein band 4.1 like 2	2037	O43491	Cal33-HSC6	-1.38387972062195	0.247913847881125	-5.5820993157491	6	0.00140382763175273	0.00763599474339205	NA	0.455882352941177	0.338235294117647
O43493	TGOLN2	trans-golgi network protein 2	10618	O43493	Cal33-HSC6	0.272639514472626	0.238968262128723	1.14090261210405	6	0.29739320674934	0.395695766941036	NA	0.1875	0.1875
O43502	RAD51C	RAD51 paralog C	5889	O43502	Cal33-HSC6	3.93594022392257	0.953418981925193	4.12823774074113	2	0.0539709682407272	0.105749884848293	NA	0.5	0
O43524	FOXO3	forkhead box O3	2309	O43524	Cal33-HSC6	0.426714885727292	0.310550786847841	1.37405829834966	6	0.218543620543634	0.311098115045778	NA	0.291666666666667	0.291666666666667
O43572	AKAP10	A-kinase anchoring protein 10	11216	O43572	Cal33-HSC6	0.239012802534567	0.684469576323281	0.349194194749248	6	0.738872073447614	0.803198594010653	NA	0.1875	0.1875
O43583	DENR	density regulated re-initiation and release factor	8562	O43583	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
O43598	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	10591	O43598	Cal33-HSC6	0.829729820239025	0.340838436853634	2.43437866896255	2	0.135319561363924	0.213507177097489	NA	0.5	0
O43609	SPRY1	sprouty RTK signaling antagonist 1	10252	O43609	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
O43639	NCK2	NCK adaptor protein 2	8440	O43639	Cal33-HSC6	0.538423661459636	0.190979161900622	2.81927963292566	5	0.0371401025559401	0.0785219698128243	NA	0.5625	0.4375
O43663	PRC1	protein regulator of cytokinesis 1	9055	O43663	Cal33-HSC6	-1.11371933728761	0.136413947536301	-8.16426294672863	5	0.000448049779044224	0.00349654533450198	NA	0.525	0.4
O43683	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	699	O43683	Cal33-HSC6	0.689549241024364	0.315517959165826	2.18545163909975	5	0.0805572445828251	0.142734706038795	NA	0.475	0.35
O43684	BUB3	BUB3 mitotic checkpoint protein	9184	O43684	Cal33-HSC6	-1.90933046672767	0.350124655341293	-5.45328767226202	6	0.00158249927344833	0.00817980905410724	NA	0.1875	0.1875
O43709	BUD23	BUD23 rRNA methyltransferase and ribosome maturation factor	114049	O43709	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.5	0
O43719	HTATSF1	HIV-1 Tat specific factor 1	27336	O43719	Cal33-HSC6	-2.74493950517138	0.329731427295406	-8.32477367318763	6	0.000163046171057779	0.00187414804566054	NA	0.5	0.166666666666667
O43741	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	5565	O43741	Cal33-HSC6	0.226205545485562	0.527601280606394	0.428743359427738	5	0.685953533001622	0.7588867439462	NA	0.125	0
O43760	SYNGR2	synaptogyrin 2	9144	O43760	Cal33-HSC6	-0.650423364896876	0.21704346848567	-2.99674240111869	5	0.0302121487612221	0.0675530067807102	NA	0.125	0
O43765	SGTA	small glutamine rich tetratricopeptide repeat containing alpha	6449	O43765	Cal33-HSC6	0.181370752537709	0.244324262453709	0.742336232661595	6	0.485917958043897	0.58339471282495	NA	0.291666666666667	0.125
O43808	SLC25A17	solute carrier family 25 member 17	10478	O43808	Cal33-HSC6	0.584967587496824	1.03840916255493	0.563330533464817	5	0.597534577778948	0.684370538002939	NA	0.125	0
O43815	STRN	striatin	6801	O43815	Cal33-HSC6	0.12327046704366	0.255654004445339	0.482176945794783	6	0.646765088432877	0.72664080507067	NA	0.453125	0.203125
O43818	RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein	9136	O43818	Cal33-HSC6	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
O43823	AKAP8	A-kinase anchoring protein 8	10270	O43823	Cal33-HSC6	-0.787794532209214	0.309007441204316	-2.54943547358888	3	0.0839842694775164	0.148043885233529	NA	0.791666666666667	0
O43847	NRDC	nardilysin convertase	4898	O43847	Cal33-HSC6	0.198846380662334	0.466416048802162	0.426328341773415	6	0.684740013418662	0.758071002338324	NA	0.428571428571429	0.142857142857143
O43896	KIF1C	kinesin family member 1C	10749	O43896	Cal33-HSC6	0.685196037905867	0.236820303532164	2.8933162726599	6	0.0275739149716516	0.0626215016189292	NA	0.3125	0.0625
O43900	PRICKLE3	prickle planar cell polarity protein 3	4007	O43900	Cal33-HSC6	1.79469483657452	0.288302946376392	6.22503120114307	5	0.00156472338225178	0.00816126332685846	NA	0.5625	0.21875
O43933	PEX1	peroxisomal biogenesis factor 1	5189	O43933	Cal33-HSC6	-0.201158380707813	0.312171459622285	-0.644384278278375	6	0.543160338418079	0.635116605774206	NA	0.53125	0.28125
O60218	AKR1B10	aldo-keto reductase family 1 member B10	57016	O60218	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.53125	0.03125
O60231	DHX16	DEAH-box helicase 16	8449	O60231	Cal33-HSC6	-2.25575681387975	0.190818240140225	-11.8214946968491	6	2.21472307588844e-05	0.000602707544754597	NA	0.390625	0.140625
O60237	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	4660	O60237	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
O60238	BNIP3L	BCL2 interacting protein 3 like	665	O60238	Cal33-HSC6	0.43884489770218	0.604091305843896	0.72645458303547	2	0.543077453327765	0.635116605774206	NA	0.5	0
O60244	MED14	mediator complex subunit 14	9282	O60244	Cal33-HSC6	-0.941945961756743	0.102103359232132	-9.22541597887322	6	9.15499681881649e-05	0.00137497688071282	NA	0.4375	0.223214285714286
O60245	PCDH7	protocadherin 7	5099	O60245	Cal33-HSC6	-2.87964239662827	0.207495670056518	-13.8780842792715	6	8.71647020161959e-06	0.000360431702882555	NA	0.25	0.25
O60248	SOX15	SRY-box transcription factor 15	6665	O60248	Cal33-HSC6	-0.901727852615006	0.185738514345092	-4.85482429852778	6	0.00283771544686418	0.0120792593353149	NA	0.3	0.3
O60256	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	5636	O60256	Cal33-HSC6	0.734417543761973	0.366786364050559	2.0023032908081	6	0.0921317990416104	0.158395058395512	NA	0.296875	0.171875
O60264	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	8467	O60264	Cal33-HSC6	-0.546950047001447	0.29865129689947	-1.83140020713038	6	0.116761371713424	0.190357505138527	NA	0.275	0.275
O60271	SPAG9	sperm associated antigen 9	9043	O60271	Cal33-HSC6	0.188066766553353	0.201384104117355	0.933870959565701	6	0.386411338650712	0.48726087218371	NA	0.509615384615385	0.278846153846154
O60287	URB1	URB1 ribosome biogenesis homolog	9875	O60287	Cal33-HSC6	-1.62993738154338	0.819487145157648	-1.98897248257607	5	0.103385651441981	0.173343820005934	NA	0.625	0.5
O60291	MGRN1	mahogunin ring finger 1	23295	O60291	Cal33-HSC6	0.743213174247851	NA	NA	0	NA	NA	NA	0.75	0
O60292	SIPA1L3	signal induced proliferation associated 1 like 3	23094	O60292	Cal33-HSC6	-0.397020545355314	0.148465680766846	-2.67415703955719	6	0.036821859558084	0.0780564586104791	NA	0.328125	0.203125
O60293	ZFC3H1	zinc finger C3H1-type containing	196441	O60293	Cal33-HSC6	-1.31262823984356	0.119038052539237	-11.0269633267975	6	3.30845272733526e-05	0.000747100247080531	NA	0.470238095238095	0.327380952380952
O60303	KATNIP	katanin interacting protein	23247	O60303	Cal33-HSC6	-0.494008481811575	0.220816279787787	-2.237192304328	5	0.0754801983605717	0.135568657899578	NA	0.125	0
O60318	MCM3AP	minichromosome maintenance complex component 3 associated protein	8888	O60318	Cal33-HSC6	0.903755456626808	0.200365672401794	4.51053040070907	6	0.00405820306582383	0.0154746330078839	NA	0.305555555555556	0.194444444444444
O60333	KIF1B	kinesin family member 1B	23095	O60333	Cal33-HSC6	-0.294574163977662	0.410367220456439	-0.71783063873868	6	0.499843681956576	0.595622112032088	NA	0.25	0.25
O60336	MAPKBP1	mitogen-activated protein kinase binding protein 1	23005	O60336	Cal33-HSC6	-3.63936051214579	0.343696090596924	-10.5888912085821	6	4.17573982178787e-05	0.000855026172860818	NA	0	0
O60341	KDM1A	lysine demethylase 1A	23028	O60341	Cal33-HSC6	-0.666665412336356	0.10518052677098	-6.33829695289465	6	0.000721940579050173	0.00481899120271646	NA	0.204545454545455	0.204545454545455
O60343	TBC1D4	TBC1 domain family member 4	9882	O60343	Cal33-HSC6	1.29045991155576	0.230745230454842	5.5925745854509	6	0.00139033882841311	0.00758020347545776	NA	0.401785714285714	0.258928571428571
O60353	FZD6	frizzled class receptor 6	8323	O60353	Cal33-HSC6	0.0753862062356532	0.16636253314752	0.453144135337284	6	0.666370780882105	0.74264073025153	NA	0.40625	0.15625
O60437	PPL	periplakin	5493	O60437	Cal33-HSC6	0.958343194469201	0.161832926033214	5.92180601290319	6	0.00103314718392067	0.00612293435966959	NA	0.125	0.125
O60447	EVI5	ecotropic viral integration site 5	7813	O60447	Cal33-HSC6	-3.3045813225654	0.302581235807225	-10.9213028816855	3	0.00164320704057008	0.00836340847367167	NA	0.375	0
O60487	MPZL2	myelin protein zero like 2	10205	O60487	Cal33-HSC6	-0.396097341650259	0.314095517792183	-1.26107288774599	6	0.254097482677189	0.34902777603286	NA	0.125	0.125
O60493	SNX3	sorting nexin 3	8724	O60493	Cal33-HSC6	0.0300926944558715	0.369100614249881	0.0815297869851247	6	0.937672298947732	0.957520397642584	NA	0	0
O60503	ADCY9	adenylate cyclase 9	115	O60503	Cal33-HSC6	-0.461981385196052	0.303946665560146	-1.51994227126875	4	0.20315723533109	0.29362353031965	NA	0.25	0
O60504	SORBS3	sorbin and SH3 domain containing 3	10174	O60504	Cal33-HSC6	1.18599320954821	0.348758318462757	3.40061626279132	6	0.0144849326359813	0.0383375108170942	NA	0.410714285714286	0.125
O60524	NEMF	nuclear export mediator factor	9147	O60524	Cal33-HSC6	0.18304381926042	0.326294477760754	0.560977373924887	6	0.595126350821457	0.682594488838443	NA	0.0416666666666666	0.0416666666666667
O60563	CCNT1	cyclin T1	904	O60563	Cal33-HSC6	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.625	0
O60566	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	701	O60566	Cal33-HSC6	-0.940205998256793	0.425463688572042	-2.20983840339548	6	0.0691586793193828	0.12676498169719	NA	0.225	0.225
O60583	CCNT2	cyclin T2	905	O60583	Cal33-HSC6	-0.0916364488833888	0.444112283462017	-0.206336217879517	6	0.843351842580223	0.888267372403384	NA	0.638888888888889	0.305555555555556
O60610	DIAPH1	diaphanous related formin 1	1729	O60610	Cal33-HSC6	-1.38715143099022	0.256303925853047	-5.41213493462271	5	0.0029135420656039	0.0122435806989683	NA	0.4375	0.3125
O60658	PDE8A	phosphodiesterase 8A	5151	O60658	Cal33-HSC6	-0.211560647668393	1.20159791045645	-0.176066091516444	3	0.871456278734973	0.911835948567912	NA	0.375	0
O60673	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	5980	O60673	Cal33-HSC6	0.198208685456949	0.375404245740232	0.527987330207509	5	0.6200921761778	0.70387410611945	NA	0.71875	0.15625
O60674	JAK2	Janus kinase 2	3717	O60674	Cal33-HSC6	-0.189718453007992	0.267947140475318	-0.708044327965008	2	0.5523122278698	0.642279815024632	NA	0.5	0
O60675	MAFK	MAF bZIP transcription factor K	7975	O60675	Cal33-HSC6	0.122100309042964	0.405363282896698	0.301212058897992	6	0.773418724992164	0.829132933264592	NA	0.5	0
O60684	KPNA6	karyopherin subunit alpha 6	23633	O60684	Cal33-HSC6	0.868879023820138	0.201301333800607	4.31631031655647	6	0.00500282143842634	0.0177778833258365	NA	0.1875	0.1875
O60716	CTNND1	catenin delta 1	1500	O60716	Cal33-HSC6	-1.13069832486038	0.0410632273117639	-27.5355445463599	6	1.51689284688672e-07	9.33253130186123e-05	NA	0.321428571428571	0.273809523809524
O60749	SNX2	sorting nexin 2	6643	O60749	Cal33-HSC6	-0.722221370013664	0.374365034637099	-1.92919023731415	5	0.111606047461485	0.184216513798532	NA	0.4375	0.3125
O60762	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	8813	O60762	Cal33-HSC6	-0.988731254373036	0.219856342177751	-4.49716958164281	6	0.00411632427937958	0.0156193798157206	NA	0.225	0.225
O60763	USO1	USO1 vesicle transport factor	8615	O60763	Cal33-HSC6	0.53889135425243	0.470038167631528	1.14648424609398	6	0.2952507374208	0.393808439025322	NA	0	0
O60765	ZNF354A	zinc finger protein 354A	6940	O60765	Cal33-HSC6	0.411118588158568	0.346808796442674	1.18543298894244	6	0.280662425367595	0.378175692920196	NA	0.3125	0.3125
O60784	TOM1	target of myb1 membrane trafficking protein	10043	O60784	Cal33-HSC6	-0.392612723016485	0.266154312975368	-1.47513192113036	5	0.200193069709573	0.289997604165278	NA	0.5625	0
O60825	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	5208	O60825	Cal33-HSC6	1.02633725958854	0.148850680644256	6.89507938523585	6	0.000459589625017465	0.00354318006308864	NA	0.178571428571429	0.178571428571429
O60828	PQBP1	polyglutamine binding protein 1	10084	O60828	Cal33-HSC6	0.663759028733964	0.366824225042225	1.80947435698272	6	0.120362597636397	0.194732983167829	NA	0	0
O60832	DKC1	dyskerin pseudouridine synthase 1	1736	O60832	Cal33-HSC6	-1.80605061650214	0.0463065911559566	-39.0020204773768	6	1.89798639027572e-08	3.02159433331894e-05	NA	0.269736842105263	0.217105263157895
O60841	EIF5B	eukaryotic translation initiation factor 5B	9669	O60841	Cal33-HSC6	-1.24159439837005	0.0998237707128427	-12.437863141252	6	1.64979107486474e-05	0.000518969631714818	NA	0.25	0.1875
O60869	EDF1	endothelial differentiation related factor 1	8721	O60869	Cal33-HSC6	0.71573549634404	0.16358712871303	4.37525557160188	5	0.00718652017061361	0.0231995790406358	NA	0.1875	0.0625
O60885	BRD4	bromodomain containing 4	23476	O60885	Cal33-HSC6	-0.188514394905237	0.0931799385483062	-2.02312212094353	6	0.0895124621478871	0.154960544119733	NA	0.364130434782609	0.233695652173913
